idcode,age,race,married,collgrad,south,industry,occupation,union,wage,hours,nevermarried,yrschool,metro,ccity,currexp,prevexp,everworked,uniondues,marriedyrs,unempins,numkids,kidage1,kidage2,kidage3,grade,grade4,wage2,fwt,networth
1349,37,2,0,0,0,5,6,1,9.017712,44,0,14,1,1,6,2,1,4,0,0,2,7,7,,14,3,9.02,7,2017.712
1345,33,1,0,0,0,9,2,,22.97034,70,0,12,1,0,4,6,1,7,0,0,0,,,,12,2,22.97,9,15970.34
1340,43,1,1,0,0,11,3,,5.852843,28,0,12,1,0,1,4,1,17,11,7,2,12,8,,12,2,5.85,4,-1147.157
1339,25,1,1,0,0,5,3,0,8.05153,30,0,12,1,0,6,2,1,0,2,293,0,,,,12,2,8.05,4,1051.53
1330,41,1,0,0,0,8,3,0,6.964568,40,0,12,1,0,9,2,1,0,0,0,2,11,9,,12,2,6.96,8,-35.43186
1325,26,1,0,0,0,6,3,0,4.186793,40,0,12,1,0,0,6,1,0,0,0,2,7,5,,12,2,4.19,5,-2813.207
1322,35,1,1,0,1,11,2,0,7.447664,40,0,14,0,0,0,11,1,0,4,0,1,20,,,14,3,7.45,2,447.6642
1320,43,1,1,0,0,11,8,,4.025765,3,0,12,1,0,0,3,1,8,2,177,1,7,,,12,2,4.03,8,-2974.235
1313,41,1,0,1,0,7,2,0,12.77777,40,0,18,1,0,2,8,1,0,0,0,2,12,9,,18,4,12.78,9,5777.775
1309,32,1,1,1,0,11,3,0,3.904991,20,0,16,0,0,2,7,1,0,2,147,0,,,,16,4,3.9,7,-3095.009
1304,43,1,1,0,0,9,2,0,5.507244,45,0,15,1,0,6,3,1,0,11,0,0,,,,15,3,5.51,2,-1492.756
1292,43,2,0,0,0,4,6,0,4.025765,40,0,12,1,1,0,9,1,0,0,0,2,11,9,,12,2,4.03,1,-2974.235
1289,37,1,0,1,0,4,5,0,10.71906,48,0,16,1,0,9,3,1,0,0,0,2,6,3,,16,4,10.72,8,3719.064
1288,39,1,1,1,0,11,13,1,8.671494,50,0,18,1,0,0,0,0,7,3,0,2,9,6,,18,4,8.67,6,1671.494
1284,25,2,1,0,0,4,5,1,5.716585,40,0,11,1,0,7,2,1,10,5,0,1,8,,,11,1,5.72,8,-1283.415
1283,30,2,0,1,0,11,13,1,11.07085,40,1,17,1,1,13,0,1,7,0,0,0,,,,17,4,11.07,1,4070.854
1280,35,2,0,0,0,6,4,0,3.4219,40,1,12,1,1,1,7,1,0,0,0,3,12,6,2,12,2,3.42,7,-3578.1
1276,38,2,0,0,0,4,6,1,7.351045,40,0,13,1,1,15,2,1,1,0,0,1,7,,,13,3,7.35,7,351.0446
1275,42,2,1,0,0,11,1,1,8.558774,40,0,12,1,1,11,5,1,0,6,0,0,,,,12,2,8.56,3,1558.774
1273,39,1,0,0,0,9,6,0,3.220612,40,1,12,0,0,0,1,1,0,0,0,2,18,12,,12,2,3.22,3,-3779.388
1271,42,1,1,0,0,11,8,0,3.762542,5,0,12,1,0,1,6,1,0,3,223,2,16,10,,12,2,3.76,5,-3237.458
1269,30,1,1,0,0,6,3,0,7.399352,40,0,12,1,0,9,2,1,0,4,0,2,6,3,,12,2,7.4,5,399.3516
1266,29,2,1,0,0,6,3,0,7.608693,40,0,12,1,1,10,3,1,0,5,0,0,,,,12,2,7.61,8,608.6926
1264,44,2,0,0,0,11,3,0,5.418679,60,1,14,1,1,0,19,1,0,0,0,2,13,11,,14,3,5.42,1,-1581.321
1263,31,1,1,0,0,6,4,0,3.502414,40,0,12,0,0,1,5,1,0,3,0,2,3,3,,12,2,3.5,1,-3497.586
1259,42,1,1,0,0,8,3,,8.528425,40,0,12,1,0,2,4,1,1,3,0,0,,,,12,2,8.53,7,1528.425
1257,41,2,0,0,0,4,2,0,9.533008,38,1,12,1,1,21,0,1,0,0,0,3,9,4,1,12,2,9.53,2,2533.008
1250,24,2,0,1,0,12,3,0,6.964568,40,1,17,1,1,2,5,1,0,0,0,2,8,5,,17,4,6.96,8,-35.43186
1248,41,1,1,1,0,11,13,1,10.84541,36,0,18,1,1,6,5,1,10,3,0,2,16,9,,18,4,10.85,9,3845.406
1247,25,1,1,1,1,11,1,0,17.54428,30,0,18,1,1,2,9,1,0,8,174,3,10,6,1,18,4,17.54,4,10544.28
1243,44,1,0,1,0,7,4,,5.627731,2,0,16,1,1,3,12,1,23,0,0,2,10,10,,16,4,5.63,8,-1372.269
1242,37,1,1,0,1,4,3,0,6.843801,40,0,13,1,0,4,3,1,0,6,0,2,16,10,,13,3,6.84,2,-156.1995
1241,45,1,0,0,0,5,3,0,9.677936,40,0,14,1,1,3,7,1,0,0,0,0,,,,14,3,9.68,8,2677.936
1238,37,2,1,1,0,7,8,,13.01632,10,0,16,1,1,1,4,1,21,5,259,1,10,,,16,4,13.02,6,6016.325
1233,34,2,0,0,0,6,2,0,4.355878,37,0,15,1,0,3,7,1,0,0,0,1,8,,,15,3,4.36,6,-2644.122
1228,39,1,0,0,0,11,8,0,4.830918,40,0,11,1,1,2,1,1,0,0,0,1,12,,,11,1,4.83,1,-2169.082
1227,33,1,1,0,0,7,3,0,5.072463,40,0,12,1,1,1,8,1,0,1,0,3,21,14,7,12,2,5.07,5,-1927.537
1224,41,3,1,0,0,11,3,0,6.513685,38,0,15,1,1,1,2,1,0,9,0,3,17,10,5,15,3,6.51,2,-486.3152
1222,37,2,0,0,0,,3,0,6.843801,40,1,13,1,1,0,12,1,0,0,0,1,5,,,13,3,6.84,7,-156.1995
1219,39,1,0,0,0,6,3,0,15.09662,40,1,12,1,0,0,0,0,0,0,0,1,14,,,12,2,15.1,1,8096.62
1218,34,1,1,0,0,9,3,0,4.428341,26,0,12,1,0,1,4,1,0,8,173,1,17,,,12,2,4.43,1,-2571.659
1217,35,2,0,0,1,6,3,0,2.874396,35,0,12,1,0,4,1,1,0,0,0,0,,,,12,2,2.87,6,-4125.604
1213,40,1,0,1,1,6,8,0,4.025765,40,0,16,1,0,1,6,1,0,0,0,0,,,,16,4,4.03,1,-2974.235
1209,40,1,1,0,0,7,2,0,25.80515,36,0,12,1,0,5,14,1,0,7,0,2,10,7,,12,2,25.81,1,18805.14
1204,36,2,1,0,0,5,6,1,10.46699,42,0,13,1,1,12,0,1,29,8,0,0,,,,13,3,10.47,1,3466.988
1203,36,2,1,0,0,7,3,,6.793478,40,0,12,1,0,0,14,1,8,6,0,1,3,,,12,2,6.79,8,-206.522
1201,37,1,1,0,0,1,3,0,6.191625,50,0,14,1,0,3,6,1,0,7,0,2,3,3,,14,3,6.19,2,-808.3749
1198,37,1,1,0,0,7,2,0,7.431559,40,0,12,1,0,6,9,1,0,7,0,1,2,,,12,2,7.43,6,431.5586
1196,29,2,1,1,0,11,2,,32.15846,50,0,18,1,0,2,6,1,4,0,0,1,15,,,18,4,32.16,5,25158.46
1188,35,1,0,0,0,8,3,0,4.025765,32,0,12,1,0,3,4,1,0,0,0,1,18,,,12,2,4.03,3,-2974.235
1186,37,2,1,0,0,4,5,0,3.526568,40,0,11,1,1,,,1,0,5,0,0,,,,11,1,3.53,9,-3473.432
1181,26,2,0,0,0,11,1,1,7.930756,40,0,13,1,1,3,7,1,22,0,0,3,4,2,1,13,3,7.93,4,930.7556
1177,39,2,1,0,0,11,3,0,6.239936,40,0,12,1,1,5,4,1,0,6,0,3,12,5,2,12,2,6.24,6,-760.0641
1174,33,2,0,0,0,4,6,1,12.0773,40,1,14,1,1,0,0,0,29,0,0,2,17,10,,14,3,12.08,8,5077.295
1171,44,2,0,0,0,11,3,0,8.132044,40,0,13,1,1,14,12,1,0,0,0,3,6,4,4,13,3,8.13,7,1132.044
1169,38,1,1,0,0,4,1,0,11.83575,24,0,12,1,0,2,13,1,0,10,255,0,,,,12,2,11.84,7,4835.748
1164,36,2,0,0,0,8,8,1,5.684378,53,1,10,1,1,1,4,1,24,0,0,1,7,,,10,1,5.68,4,-1315.622
1162,26,1,1,0,0,7,2,0,4.758454,35,0,12,1,0,11,0,1,0,11,0,0,,,,12,2,4.76,2,-2241.546
1159,35,1,0,0,1,4,6,1,5.877616,40,1,11,0,0,3,7,1,22,0,0,0,,,,11,1,5.88,2,-1122.384
1157,35,2,1,0,0,8,3,0,3.220612,40,0,10,1,1,2,0,1,0,9,0,1,7,,,10,1,3.22,9,-3779.388
1155,37,2,1,0,0,4,6,1,7.045088,40,0,,1,1,16,0,1,4,7,0,0,,,,,,7.05,8,45.08829
1154,37,2,0,0,0,11,1,0,6.972622,40,0,13,1,1,10,5,1,0,0,0,2,14,8,,13,3,6.97,0,-27.37808
1150,43,1,1,0,0,5,6,1,7.930756,40,0,12,1,1,3,9,1,3,4,0,3,8,5,1,12,2,7.93,7,930.7556
1148,39,1,0,0,0,5,2,0,13.32527,40,0,12,1,0,17,0,1,0,0,0,2,14,8,,12,2,13.33,5,6325.271
1147,37,1,1,0,0,6,2,,5.016723,40,0,10,0,0,1,8,1,25,3,0,0,,,,10,1,5.02,4,-1983.277
1143,37,2,0,0,0,5,3,0,15.09662,40,0,12,1,0,20,0,1,0,0,0,1,2,,,12,2,15.1,7,8096.62
1141,37,1,1,0,0,11,1,1,6.964568,20,0,12,1,0,10,6,1,22,10,215,0,,,,12,2,6.96,7,-35.43186
1140,33,1,0,1,0,11,1,0,7.745568,50,1,18,1,0,3,13,1,0,0,0,1,14,,,18,4,7.75,1,745.5678
1134,31,1,1,0,0,11,3,0,4.428341,8,0,14,1,0,1,2,1,0,10,82,2,10,5,,14,3,4.43,0,-2571.659
1133,39,1,1,0,0,1,4,,4.598662,25,0,12,1,0,3,5,1,3,1,228,0,,,,12,2,4.6,2,-2401.338
1132,35,1,0,0,0,5,3,1,8.22866,40,1,12,1,0,16,1,1,14,0,0,0,,,,12,2,8.23,2,1228.66
1131,41,1,1,0,0,9,8,,4.180602,10,0,12,1,0,1,4,1,0,3,207,3,7,7,3,12,2,4.18,6,-2819.398
1125,31,1,0,0,0,5,2,0,19.35587,40,0,12,1,0,14,0,1,0,0,0,2,2,1,,12,2,19.36,8,12355.87
1123,39,2,1,0,0,4,3,1,8.47826,38,0,12,1,0,3,16,1,17,9,0,2,8,3,,12,2,8.48,1,1478.26
1122,28,2,0,1,0,11,1,0,6.755233,40,0,16,1,1,11,3,1,0,0,0,0,,,,16,4,6.76,5,-244.7672
1120,36,1,1,1,1,11,1,0,4.267311,41,0,16,1,1,2,12,1,0,5,0,3,3,2,0,16,4,4.27,0,-2732.689
1119,44,1,1,0,0,11,8,0,2.326892,40,0,12,1,0,5,6,1,0,10,0,2,10,10,,12,2,2.33,6,-4673.108
1118,27,1,1,0,0,7,8,0,4.428341,5,0,12,1,0,3,1,1,0,6,291,2,17,12,,12,2,4.43,6,-2571.659
1116,39,1,1,0,0,11,3,,5.016723,36,0,12,0,0,2,15,1,28,9,0,1,14,,,12,2,5.02,4,-1983.277
1115,41,1,0,0,0,4,3,0,5.032206,40,0,12,1,0,4,7,1,0,0,0,0,,,,12,2,5.03,5,-1967.794
1113,31,1,0,0,0,8,2,0,10.45088,40,0,13,1,0,2,9,1,0,0,0,3,4,4,1,13,3,10.45,2,3450.882
1106,44,2,0,0,0,11,8,0,3.357486,42,1,12,1,1,3,10,1,0,0,0,0,,,,12,2,3.36,4,-3642.513
1105,37,1,1,1,0,11,13,1,8.357487,50,0,16,1,0,14,1,1,3,1,0,3,12,8,5,16,4,8.36,3,1357.487
1101,28,1,1,1,0,11,13,1,6.70692,60,0,16,1,0,12,0,1,25,10,0,2,7,7,,16,4,6.71,8,-293.0799
1099,37,1,1,0,0,11,3,0,5.636071,20,0,12,1,1,8,4,1,0,2,158,2,12,7,,12,2,5.64,3,-1363.929
1095,37,1,0,0,0,8,1,0,18.06763,42,1,14,1,0,7,10,1,0,0,0,3,14,8,2,14,3,18.07,1,11067.63
1092,38,2,0,0,0,11,8,0,4.597423,35,1,12,1,1,10,0,1,0,0,0,2,16,13,,12,2,4.6,4,-2402.577
1091,27,2,1,0,1,12,3,0,9.677936,40,0,15,1,0,6,7,1,0,2,0,1,7,,,15,3,9.68,9,2677.936
1087,37,1,1,0,0,5,6,1,11.11916,20,0,12,1,0,9,4,1,22,5,0,2,4,1,,12,2,11.12,6,4119.16
1086,28,1,1,0,0,9,8,,4.827484,40,0,12,0,0,3,10,1,20,4,0,3,12,5,4,12,2,4.83,8,-2172.516
1085,31,1,1,0,0,11,1,0,11.67472,24,0,14,1,0,15,0,1,0,2,160,3,18,13,7,14,3,11.67,8,4674.717
1084,37,1,1,0,0,8,8,0,2.681159,30,0,14,1,1,2,4,1,0,0,3,0,,,,14,3,2.68,5,-4318.84
1078,43,1,1,0,0,12,3,1,6.038648,40,0,12,1,0,9,5,1,11,10,0,2,14,9,,12,2,6.04,1,-961.3524
1077,31,1,1,0,0,11,3,0,5.032206,16,0,13,1,0,1,11,1,0,4,65,2,17,10,,13,3,5.03,4,-1967.794
1076,25,1,1,1,0,11,13,0,6.964568,40,0,16,0,0,,,1,0,7,0,2,17,11,,16,4,6.96,0,-35.43186
1075,39,1,1,0,0,6,8,,7.337156,25,0,12,1,0,2,10,1,24,2,78,2,13,6,,12,2,7.34,5,337.1558
1072,35,1,1,0,0,11,1,0,8.373587,40,0,14,1,0,3,7,1,0,10,0,1,8,,,14,3,8.37,8,1373.587
1071,42,1,0,0,0,4,6,,3.220612,20,0,12,1,0,0,18,1,10,0,212,2,18,11,,12,2,3.22,0,-3779.388
1067,39,1,1,1,0,11,2,0,7.254424,32,0,17,1,1,1,12,1,0,3,0,0,,,,17,4,7.25,5,254.4241
1066,43,1,1,1,0,11,13,0,5.837359,26,0,16,1,1,3,0,1,0,9,210,2,6,1,,16,4,5.84,1,-1162.641
1065,39,1,0,1,0,11,2,0,18.58292,40,1,16,1,1,2,13,1,0,0,0,3,4,2,0,16,4,18.58,8,11582.92
1062,36,1,0,0,0,7,3,0,6.135265,50,0,12,1,1,17,0,1,0,0,0,3,12,7,6,12,2,6.14,3,-864.7346
1060,40,1,1,0,0,4,3,0,8.977451,40,0,12,1,1,1,12,1,0,10,0,1,11,,,12,2,8.98,9,1977.451
1058,37,1,0,1,0,11,2,0,12.38325,50,0,17,1,0,2,12,1,0,0,0,0,,,,17,4,12.38,1,5383.25
1056,36,1,1,0,0,11,3,0,6.843801,40,0,12,1,0,8,8,1,0,2,0,1,14,,,12,2,6.84,0,-156.1995
1055,44,1,1,1,0,11,13,0,3.099838,15,0,17,1,1,7,4,1,0,7,140,2,11,7,,17,4,3.1,4,-3900.162
1051,40,1,1,0,0,11,1,0,11.03059,24,0,14,1,0,12,2,1,0,1,108,1,12,,,14,3,11.03,4,4030.594
1048,40,1,1,0,0,12,3,1,9.677936,40,0,11,1,0,7,4,1,7,3,0,3,16,11,5,11,1,9.68,7,2677.936
1045,41,1,1,1,0,5,2,0,15.8132,47,0,16,1,0,8,3,1,0,4,0,1,10,,,16,4,15.81,5,8813.202
1044,42,1,0,0,0,4,1,0,18.58292,40,1,15,1,0,0,0,0,0,0,0,2,8,8,,15,3,18.58,4,11582.92
1041,41,2,1,0,1,11,8,0,5.032206,40,0,12,1,1,15,0,1,0,1,0,1,10,,,12,2,5.03,0,-1967.794
1040,30,1,0,0,0,4,2,,26.79872,60,0,8,1,0,1,2,1,20,0,0,1,14,,,8,1,26.8,5,19798.72
1038,40,1,1,1,1,11,1,0,9.782605,38,0,16,0,0,2,11,1,0,3,0,3,9,7,6,16,4,9.78,3,2782.605
1037,36,1,1,0,0,12,3,0,6.843801,40,0,12,0,0,9,8,1,0,0,0,3,13,6,3,12,2,6.84,7,-156.1995
1034,45,2,1,0,0,12,3,0,5.636071,40,0,12,1,1,9,4,1,0,5,0,0,,,,12,2,5.64,4,-1363.929
1033,35,2,1,1,0,11,13,1,11.22383,40,0,18,1,1,15,0,1,24,4,0,0,,,,18,4,11.22,7,4223.828
1030,36,1,0,1,1,6,2,0,6.170566,55,0,16,1,1,1,15,1,0,0,0,3,13,6,6,16,4,6.17,9,-829.4339
1029,26,1,0,1,1,11,2,0,11.69887,45,0,16,1,1,1,8,1,0,0,0,3,12,12,7,16,4,11.7,5,4698.873
1028,32,1,1,0,0,8,3,0,5.636071,20,0,12,1,0,1,12,1,0,8,218,1,9,,,12,2,5.64,8,-1363.929
1026,33,2,0,0,0,5,8,1,27.89049,20,1,14,1,1,13,0,1,6,0,250,0,,,,14,3,27.89,3,20890.49
1025,37,2,0,0,0,4,2,0,10.48309,50,1,12,1,1,16,0,1,0,0,0,2,18,11,,12,2,10.48,5,3483.089
1023,43,2,1,0,0,7,2,0,10.96618,45,0,14,1,0,4,13,1,0,9,0,2,9,7,,14,3,10.97,4,3966.179
1021,34,2,0,0,0,4,3,,3.344482,40,0,12,1,0,0,7,1,20,0,0,3,15,12,7,12,2,3.34,0,-3655.518
1018,43,1,1,0,0,8,3,,4.431437,40,0,12,1,1,0,2,1,17,4,0,0,,,,12,2,4.43,6,-2568.563
1017,28,1,1,0,0,6,3,0,7.045088,28,0,13,1,1,2,9,1,0,2,12,2,12,9,,13,3,7.05,4,45.08829
1016,41,1,1,1,0,11,13,0,5.032206,25,0,16,1,0,2,10,1,0,0,2,0,,,,16,4,5.03,4,-1967.794
1015,43,1,0,0,0,6,4,1,5.032206,20,0,12,1,0,8,1,1,22,0,213,2,13,11,,12,2,5.03,3,-1967.794
1014,44,1,1,0,0,7,2,0,8.558774,40,0,13,1,0,1,13,1,0,9,0,0,,,,13,3,8.56,4,1558.774
1013,25,1,1,0,0,9,2,0,4.025765,45,0,13,1,0,3,5,1,0,4,0,3,9,4,1,13,3,4.03,1,-2974.235
1011,34,1,1,0,0,11,1,0,14.29146,44,0,14,1,0,8,9,1,0,10,0,3,16,10,5,14,3,14.29,7,7291.465
1009,37,1,1,1,0,11,13,1,11.99677,40,0,18,1,0,3,7,1,26,2,0,0,,,,18,4,12,9,4996.774
1007,29,1,0,0,0,11,1,0,5.072463,40,0,12,1,0,1,8,1,0,0,0,1,12,,,12,2,5.07,0,-1927.537
1006,38,1,0,0,0,4,6,0,7.045088,40,0,14,0,0,0,0,0,0,0,0,2,16,11,,14,3,7.05,7,45.08829
1001,40,1,1,0,0,11,8,,4.389632,40,0,12,0,0,4,6,1,4,4,0,1,15,,,12,2,4.39,6,-2610.368
999,40,1,0,0,0,9,7,0,6.038648,35,0,10,0,0,3,4,1,0,0,0,2,13,8,,10,1,6.04,5,-961.3524
998,41,1,1,0,0,12,3,,5.936454,40,0,12,1,0,0,5,1,14,1,0,0,,,,12,2,5.94,5,-1063.546
996,38,1,1,1,0,11,13,1,6.932361,67,0,18,1,0,1,9,1,4,6,0,2,18,13,,18,4,6.93,3,-67.63887
994,41,1,0,0,0,11,8,0,12.19512,60,0,12,0,0,1,3,1,0,0,0,3,13,11,5,12,2,12.2,8,5195.121
993,36,1,1,1,0,11,1,1,14.03381,40,0,15,0,0,18,0,1,29,1,0,1,19,,,15,3,14.03,5,7033.811
991,41,1,1,0,0,11,1,1,11.51368,40,0,15,0,0,20,0,1,9,2,0,0,,,,15,3,11.51,7,4513.684
990,38,1,1,0,0,11,1,,7.045088,40,0,14,0,0,,,1,25,6,0,3,11,5,0,14,3,7.05,3,45.08829
989,27,1,1,1,0,11,1,0,9.339773,38,0,16,0,0,12,1,1,0,3,0,0,,,,16,4,9.34,0,2339.773
988,35,1,0,0,0,6,8,,2.801002,23,0,12,0,0,2,3,1,3,0,299,2,10,6,,12,2,2.8,9,-4198.998
987,37,1,1,0,1,6,11,0,8.655396,40,0,12,0,0,9,2,1,0,7,0,0,,,,12,2,8.66,7,1655.396
984,36,1,0,0,0,11,3,0,5.233495,37,0,13,0,0,4,10,1,0,0,0,2,9,8,,13,3,5.23,9,-1766.505
983,36,1,0,1,0,11,13,0,1.859903,50,1,18,0,0,3,12,1,0,0,0,0,,,,18,4,1.86,6,-5140.097
981,44,1,0,0,0,11,8,,4.765884,23,0,12,0,0,3,10,1,22,0,280,1,9,,,12,2,4.77,7,-2234.116
980,24,1,1,0,0,11,1,0,9.661837,30,0,14,1,0,4,4,1,0,0,263,2,14,13,,14,3,9.66,7,2661.837
979,37,1,1,1,0,6,4,0,3.099838,20,0,16,1,0,2,10,1,0,4,72,1,11,,,16,4,3.1,3,-3900.162
978,39,1,1,0,0,11,8,1,5.032206,40,0,10,0,0,7,1,1,15,9,0,2,9,8,,10,1,5.03,6,-1967.794
977,44,1,1,1,0,6,8,0,11.50563,35,0,18,0,0,0,10,1,0,4,0,3,11,9,4,18,4,11.51,0,4505.63
975,39,1,1,1,0,11,13,1,11.6103,40,0,17,0,0,16,0,1,19,2,0,2,16,9,,17,4,11.61,7,4610.305
972,35,1,0,1,0,6,2,,30.96741,50,1,13,1,0,6,6,1,27,0,0,3,12,6,0,13,3,30.97,8,23967.41
969,42,1,1,0,1,11,1,0,10.45088,40,0,12,1,0,2,12,1,0,6,0,0,,,,12,2,10.45,6,3450.882
968,38,1,0,0,0,4,4,0,7.246377,50,0,12,0,0,12,6,1,0,0,0,1,11,,,12,2,7.25,8,246.3775
966,39,1,1,0,0,4,6,,3.046594,40,0,8,0,0,0,6,1,16,2,0,3,12,11,4,7,1,3.05,8,-3953.406
965,44,1,1,0,0,4,3,0,6.884055,45,0,13,0,0,14,2,1,0,2,0,0,,,,13,3,6.88,3,-115.9453
964,37,1,1,0,0,11,1,0,9.138485,40,0,13,0,0,10,5,1,0,0,0,3,14,9,3,13,3,9.14,0,2138.485
961,36,1,1,0,0,12,1,,7.045088,40,0,13,0,0,,,1,1,1,0,0,,,,13,3,7.05,0,45.08829
960,40,1,1,0,0,5,3,1,10.01791,38,0,14,0,0,0,15,1,10,9,0,1,11,,,14,3,10.02,9,3017.915
958,36,1,1,0,0,12,3,0,3.623188,15,0,12,0,0,1,14,1,0,3,226,0,,,,12,2,3.62,5,-3376.812
957,39,1,1,0,0,11,3,0,3.357486,12,0,12,0,0,2,11,1,0,1,199,3,16,11,5,12,2,3.36,1,-3642.513
956,41,1,1,0,0,12,5,1,7.004828,20,0,10,0,0,1,5,1,10,2,128,3,12,9,7,10,1,7,1,4.828453
955,23,1,1,0,0,11,3,1,5.265698,40,0,12,1,0,2,1,1,0,5,0,0,,,,12,2,5.27,7,-1734.302
953,40,1,0,0,0,4,3,0,6.191625,50,0,12,1,0,2,11,1,0,0,0,2,7,4,,12,2,6.19,1,-808.3749
951,40,1,1,0,1,11,3,1,5.032206,40,0,11,0,0,3,6,1,12,2,0,0,,,,11,1,5.03,0,-1967.794
950,39,1,1,0,0,4,6,1,6.441224,40,0,9,0,0,11,5,1,16,2,0,1,10,,,9,1,6.44,8,-558.7759
949,26,1,1,0,0,11,8,0,4.146536,40,0,13,0,0,2,1,1,0,1,0,2,6,4,,13,3,4.15,5,-2853.464
948,40,1,1,0,1,9,1,,7.878824,40,0,14,1,0,4,10,1,21,5,0,0,,,,14,3,7.88,8,878.8242
947,41,1,1,1,1,11,13,,9.111565,60,0,17,1,0,16,1,1,4,7,0,3,4,3,0,17,4,9.11,7,2111.565
943,36,1,1,0,1,12,12,,6.167471,32,0,12,0,0,2,6,1,2,8,0,1,12,,,12,2,6.17,2,-832.5286
942,31,1,1,0,0,6,8,0,4.025765,20,0,12,1,0,10,1,1,0,9,155,0,,,,12,2,4.03,4,-2974.235
940,37,1,1,0,0,4,6,1,6.634459,35,0,11,0,0,17,0,1,19,9,0,2,12,6,,11,1,6.63,0,-365.541
938,43,1,0,1,1,11,2,0,13.00322,50,0,16,1,1,3,11,1,0,0,0,2,11,6,,16,4,13,5,6003.217
935,37,1,0,0,1,6,4,0,5.805152,40,1,13,1,1,11,5,1,0,0,0,2,2,2,,13,3,5.81,1,-1194.848
934,38,1,0,1,0,4,3,0,11.27214,35,0,18,1,1,11,3,1,0,0,0,0,,,,18,4,11.27,1,4272.143
933,40,1,1,0,0,11,3,0,7.761675,20,0,13,0,0,9,11,1,0,11,61,0,,,,13,3,7.76,1,761.6749
932,42,1,1,0,0,11,3,1,6.36876,35,0,12,1,1,12,6,1,26,6,0,3,13,13,6,12,2,6.37,4,-631.2399
929,44,1,1,1,0,11,13,1,11.6103,40,0,18,1,1,16,2,1,23,5,0,1,13,,,18,4,11.61,7,4610.305
925,39,1,1,0,0,4,6,1,3.301126,35,0,12,0,0,1,10,1,22,8,0,3,10,4,2,12,2,3.3,6,-3698.874
920,35,1,0,1,0,7,2,0,9.621575,40,0,16,1,1,3,8,1,0,0,0,3,4,4,2,16,4,9.62,4,2621.575
916,29,1,1,1,0,11,1,0,16.17552,45,0,18,1,0,3,8,1,0,5,0,0,,,,18,4,16.18,6,9175.52
911,42,1,0,0,0,11,8,0,5.096617,35,0,12,0,0,4,7,1,0,0,0,0,,,,12,2,5.1,6,-1903.383
910,35,1,0,1,0,7,2,0,30.96618,50,1,18,1,1,2,8,1,0,0,0,1,11,,,18,4,30.97,5,23966.18
909,32,1,1,1,0,11,1,,5.763689,16,0,16,0,0,0,3,1,4,5,275,2,5,5,,16,4,5.76,4,-1236.311
908,29,1,1,1,0,7,3,0,13.26892,35,0,16,1,0,5,4,1,0,0,0,1,14,,,16,4,13.27,8,6268.916
907,40,1,0,1,0,11,13,1,16.36875,35,1,18,1,0,18,0,1,12,0,0,2,10,7,,18,4,16.37,1,9368.748
904,37,1,0,0,0,7,3,0,3.574878,45,0,12,0,0,4,2,1,0,0,0,1,9,,,12,2,3.57,9,-3425.122
902,38,1,1,0,0,7,3,0,2.987117,24,0,13,0,0,0,5,1,0,1,228,0,,,,13,3,2.99,8,-4012.883
901,35,1,1,0,0,4,6,1,2.697261,48,0,12,0,0,2,5,1,20,1,0,0,,,,12,2,2.7,5,-4302.739
900,37,1,1,0,1,6,4,,5.225752,40,0,12,0,0,0,9,1,1,6,0,1,14,,,12,2,5.23,0,-1774.248
899,37,1,1,0,1,11,8,0,3.357486,24,0,12,0,0,1,9,1,0,8,228,0,,,,12,2,3.36,2,-3642.513
898,32,1,1,1,0,11,13,0,8.260865,48,0,16,1,0,13,0,1,0,9,0,1,12,,,16,4,8.26,1,1260.865
895,38,1,1,0,1,6,8,0,2.938808,30,0,10,0,0,2,8,1,0,2,175,2,14,10,,10,1,2.94,9,-4061.192
891,25,1,1,0,0,11,3,0,5.466986,40,0,12,1,0,2,7,1,0,10,0,2,16,13,,12,2,5.47,3,-1533.014
889,43,1,0,0,0,6,8,0,3.218058,25,0,12,0,0,0,7,1,0,0,12,3,15,9,3,12,2,3.22,2,-3781.942
888,37,1,1,0,0,4,6,0,3.220612,40,0,13,0,0,1,5,1,0,5,0,3,12,12,5,13,3,3.22,6,-3779.388
884,41,1,1,0,0,12,3,0,6.964568,40,0,12,1,0,3,8,1,0,9,0,3,6,4,3,12,2,6.96,1,-35.43186
882,36,1,0,0,1,4,3,0,7.045088,40,0,12,1,0,4,10,1,0,0,0,2,9,3,,12,2,7.05,3,45.08829
881,29,1,1,1,0,12,1,1,10.61996,35,0,17,1,0,6,0,1,4,7,0,3,13,8,2,17,4,10.62,0,3619.963
880,36,1,1,0,0,11,1,0,9.967792,24,0,12,0,0,10,4,1,0,8,249,3,15,9,4,12,2,9.97,9,2967.792
878,39,1,1,0,0,11,3,0,6.602252,20,0,14,0,0,4,12,1,0,1,287,2,14,10,,14,3,6.6,1,-397.7485
877,29,1,1,0,0,4,6,0,5.515297,44,0,12,0,0,1,6,1,0,5,0,2,3,1,,12,2,5.52,1,-1484.703
874,41,1,1,0,1,5,3,1,4.68599,40,0,12,1,1,3,4,1,9,3,0,3,10,8,6,12,2,4.69,8,-2314.01
872,39,1,0,1,0,11,8,,7.60109,55,0,16,1,0,3,13,1,9,0,0,3,5,3,3,16,4,7.6,6,601.0905
